Date,State_Code,Sex,Race,Hispanic,Age_Group,Disability_Status,Education_Group,Veteran_Status,Employment_Status,Labor_Force_Status,Number_of_Persons
2023-07-01,53,Female,White,Non-Hispanic,21-30,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,75778.0
2023-07-01,53,Female,White,Non-Hispanic,21-30,No Disability,Doctorate Degree,Non-Veteran,Employed,In Civilian Labor Force,9703.0
2023-07-01,53,Female,White,Non-Hispanic,21-30,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,34276.0
2023-07-01,53,Female,White,Non-Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,43630.0
2023-07-01,53,Female,White,Non-Hispanic,21-30,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,5943.0
2023-07-01,53,Female,White,Non-Hispanic,21-30,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,24153.0
2023-07-01,53,Male,Asian,Non-Hispanic,21-30,Disabled,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,9314.0
2023-07-01,53,Male,Asian,Non-Hispanic,21-30,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,31942.0
2023-07-01,53,Male,Asian,Non-Hispanic,21-30,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,7095.0
2023-07-01,53,Male,Asian,Non-Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,3756.0
2023-07-01,53,Male,Asian,Non-Hispanic,21-30,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,9766.0
2023-07-01,53,Male,Black or African American,Non-Hispanic,21-30,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,11609.0
2023-07-01,53,Male,Black or African American,Non-Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,6029.0
2023-07-01,53,Male,Native Hawaiian and Other Pacific Islander,Non-Hispanic,21-30,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,5712.0
2023-07-01,53,Male,White,Hispanic,21-30,Disabled,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,5124.0
2023-07-01,53,Male,White,Hispanic,21-30,Disabled,High School,Non-Veteran,Employed,In Civilian Labor Force,5051.0
2023-07-01,53,Male,White,Hispanic,21-30,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,6883.0
2023-07-01,53,Male,White,Hispanic,21-30,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,27892.0
2023-07-01,53,Male,White,Hispanic,21-30,No Disability,High School,Veteran,Employed,In Civilian Labor Force,5385.0
2023-07-01,53,Male,White,Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,33654.0
2023-07-01,53,Male,White,Non-Hispanic,21-30,Disabled,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,4823.0
2023-07-01,53,Male,White,Non-Hispanic,21-30,Disabled,High School,Non-Veteran,Employed,In Civilian Labor Force,3528.0
2023-07-01,53,Male,White,Non-Hispanic,21-30,Disabled,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,5608.0
2023-07-01,53,Male,White,Non-Hispanic,21-30,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,52198.0
2023-07-01,53,Male,White,Non-Hispanic,21-30,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,89715.0
2023-07-01,53,Male,White,Non-Hispanic,21-30,No Disability,High School,Veteran,Employed,In Civilian Labor Force,4714.0
2023-07-01,53,Male,White,Non-Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,61507.0
2023-07-01,53,Male,White,Non-Hispanic,21-30,No Disability,Less than Bachelors,Veteran,Employed,In Civilian Labor Force,13945.0
2023-07-01,53,Male,White,Non-Hispanic,21-30,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,4725.0
2023-07-01,53,Male,White,Non-Hispanic,21-30,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,10729.0
2023-07-01,53,Female,"American Indian, Alaskan Native",Non-Hispanic,21-30,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,5008.0
2023-07-01,53,Female,Asian,Non-Hispanic,21-30,Disabled,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4221.0
2023-07-01,53,Female,Asian,Non-Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3954.0
2023-07-01,53,Female,Black or African American,Non-Hispanic,21-30,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,7481.0
2023-07-01,53,Female,Black or African American,Non-Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,15107.0
2023-07-01,53,Female,White,Hispanic,21-30,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3635.0
2023-07-01,53,Female,White,Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,15976.0
2023-07-01,53,Female,White,Hispanic,21-30,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3537.0
2023-07-01,53,Female,White,Non-Hispanic,21-30,Disabled,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3742.0
2023-07-01,53,Female,White,Non-Hispanic,21-30,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,9451.0
2023-07-01,53,Female,White,Non-Hispanic,21-30,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,5429.0
2023-07-01,53,Female,White,Non-Hispanic,21-30,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,13665.0
2023-07-01,53,Female,White,Non-Hispanic,21-30,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,31476.0
2023-07-01,53,Female,White,Non-Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,13429.0
2023-07-01,53,Female,White,Non-Hispanic,21-30,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3451.0
2023-07-01,53,Female,White,Non-Hispanic,21-30,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3425.0
2023-07-01,53,Male,American Indian or Alaskan Native,Non-Hispanic,21-30,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,5875.0
2023-07-01,53,Male,American Indian or Alaskan Native,Non-Hispanic,21-30,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6250.0
2023-07-01,53,Male,"American Indian, Alaskan Native",Non-Hispanic,21-30,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,7016.0
2023-07-01,53,Male,Asian,Non-Hispanic,21-30,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4047.0
2023-07-01,53,Male,Asian,Non-Hispanic,21-30,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3661.0
2023-07-01,53,Male,Asian,Non-Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3147.0
2023-07-01,53,Male,Black or African American,Non-Hispanic,21-30,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,5470.0
2023-07-01,53,Male,Black or African American,Non-Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4669.0
2023-07-01,53,Male,White,Hispanic,21-30,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3571.0
2023-07-01,53,Male,White,Hispanic,21-30,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,9273.0
2023-07-01,53,Male,White,Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4833.0
2023-07-01,53,Male,White,Non-Hispanic,21-30,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,10093.0
2023-07-01,53,Male,White,Non-Hispanic,21-30,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,10590.0
2023-07-01,53,Male,White,Non-Hispanic,21-30,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,12783.0
2023-07-01,53,Male,White,Non-Hispanic,21-30,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,9496.0
2023-07-01,53,Male,White,Non-Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,19683.0
2023-07-01,53,Male,White,Non-Hispanic,21-30,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,8995.0
2023-07-01,53,Female,Asian,Non-Hispanic,21-30,No Disability,Bachelors degree,Non-Veteran,Unemployed,In Civilian Labor Force,5716.0
2023-07-01,53,Female,Black or African American,Non-Hispanic,21-30,No Disability,High School,Non-Veteran,Unemployed,In Civilian Labor Force,4858.0
2023-07-01,53,Female,White,Non-Hispanic,21-30,No Disability,Bachelors degree,Non-Veteran,Unemployed,In Civilian Labor Force,3768.0
2023-07-01,53,Female,White,Non-Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Unemployed,In Civilian Labor Force,4798.0
2023-07-01,53,Male,Asian,Non-Hispanic,21-30,No Disability,Masters or Professional Degree,Non-Veteran,Unemployed,In Civilian Labor Force,3253.0
2023-07-01,53,Male,White,Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Unemployed,In Civilian Labor Force,6461.0
2023-07-01,53,Male,White,Non-Hispanic,21-30,No Disability,High School,Non-Veteran,Unemployed,In Civilian Labor Force,5686.0
2023-07-01,53,Male,White,Non-Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Unemployed,In Civilian Labor Force,4223.0
2023-07-01,54,Female,Black or African American,Non-Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,1955.0
2023-07-01,54,Female,White,Hispanic,21-30,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,985.0
2023-07-01,54,Female,White,Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,953.0
2023-07-01,54,Female,White,Non-Hispanic,21-30,Disabled,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,1035.0
2023-07-01,54,Female,White,Non-Hispanic,21-30,Disabled,High School,Non-Veteran,Employed,In Civilian Labor Force,2276.0
2023-07-01,54,Female,White,Non-Hispanic,21-30,Disabled,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,2005.0
2023-07-01,54,Female,White,Non-Hispanic,21-30,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,26038.0
2023-07-01,54,Female,White,Non-Hispanic,21-30,No Disability,Doctorate Degree,Non-Veteran,Employed,In Civilian Labor Force,1039.0
2023-07-01,54,Female,White,Non-Hispanic,21-30,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,17800.0
2023-07-01,54,Female,White,Non-Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,16676.0
2023-07-01,54,Female,White,Non-Hispanic,21-30,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,1073.0
2023-07-01,54,Female,White,Non-Hispanic,21-30,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,9496.0
2023-07-01,54,Male,Black or African American,Non-Hispanic,21-30,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,1062.0
2023-07-01,54,Male,Black or African American,Non-Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,2119.0
2023-07-01,54,Male,White,Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,1084.0
2023-07-01,54,Male,White,Hispanic,21-30,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,1103.0
2023-07-01,54,Male,White,Non-Hispanic,21-30,Disabled,High School,Non-Veteran,Employed,In Civilian Labor Force,1151.0
2023-07-01,54,Male,White,Non-Hispanic,21-30,Disabled,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,1033.0
2023-07-01,54,Male,White,Non-Hispanic,21-30,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,10513.0
2023-07-01,54,Male,White,Non-Hispanic,21-30,No Disability,Bachelors degree,Veteran,Employed,In Civilian Labor Force,953.0
2023-07-01,54,Male,White,Non-Hispanic,21-30,No Disability,Doctorate Degree,Non-Veteran,Employed,In Civilian Labor Force,1156.0
2023-07-01,54,Male,White,Non-Hispanic,21-30,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,25758.0
2023-07-01,54,Male,White,Non-Hispanic,21-30,No Disability,High School,Veteran,Employed,In Civilian Labor Force,1140.0
2023-07-01,54,Male,White,Non-Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,17308.0
2023-07-01,54,Male,White,Non-Hispanic,21-30,No Disability,Less than Bachelors,Veteran,Employed,In Civilian Labor Force,1317.0
2023-07-01,54,Male,White,Non-Hispanic,21-30,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,5816.0
2023-07-01,54,Male,White,Non-Hispanic,21-30,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,3398.0
2023-07-01,54,Female,Asian,Non-Hispanic,21-30,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1285.0
2023-07-01,54,Female,Black or African American,Non-Hispanic,21-30,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,900.0
2023-07-01,54,Female,White,Hispanic,21-30,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1303.0
2023-07-01,54,Female,White,Non-Hispanic,21-30,Disabled,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1100.0
2023-07-01,54,Female,White,Non-Hispanic,21-30,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1058.0
2023-07-01,54,Female,White,Non-Hispanic,21-30,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2284.0
2023-07-01,54,Female,White,Non-Hispanic,21-30,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,12695.0
2023-07-01,54,Female,White,Non-Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4512.0
2023-07-01,54,Female,White,Non-Hispanic,21-30,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2158.0
2023-07-01,54,Female,White,Non-Hispanic,21-30,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2568.0
2023-07-01,54,Male,White,Non-Hispanic,21-30,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3541.0
2023-07-01,54,Male,White,Non-Hispanic,21-30,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1181.0
2023-07-01,54,Male,White,Non-Hispanic,21-30,No Disability,Bachelors degree,Veteran,Not in labor force,Not In Civilian Labor Force,1194.0
2023-07-01,54,Male,White,Non-Hispanic,21-30,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6280.0
2023-07-01,54,Male,White,Non-Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3412.0
2023-07-01,54,Male,White,Non-Hispanic,21-30,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,904.0
2023-07-01,54,Male,White,Non-Hispanic,21-30,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1073.0
2023-07-01,54,Female,Black or African American,Non-Hispanic,21-30,No Disability,High School,Non-Veteran,Unemployed,In Civilian Labor Force,940.0
2023-07-01,54,Female,White,Non-Hispanic,21-30,Disabled,Less than Bachelors,Non-Veteran,Unemployed,In Civilian Labor Force,998.0
2023-07-01,54,Female,White,Non-Hispanic,21-30,No Disability,High School,Non-Veteran,Unemployed,In Civilian Labor Force,944.0
2023-07-01,54,Male,Asian,Non-Hispanic,21-30,No Disability,Bachelors degree,Non-Veteran,Unemployed,In Civilian Labor Force,1170.0
2023-07-01,54,Male,White,Non-Hispanic,21-30,No Disability,Bachelors degree,Non-Veteran,Unemployed,In Civilian Labor Force,1254.0
2023-07-01,54,Male,White,Non-Hispanic,21-30,No Disability,High School,Non-Veteran,Unemployed,In Civilian Labor Force,3569.0
2023-07-01,54,Male,White,Non-Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Unemployed,In Civilian Labor Force,2216.0
2023-07-01,54,Male,White,Non-Hispanic,21-30,No Disability,Less than High School,Non-Veteran,Unemployed,In Civilian Labor Force,1148.0
2023-07-01,55,Female,Asian,Non-Hispanic,21-30,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,18066.0
2023-07-01,55,Female,Asian,Non-Hispanic,21-30,No Disability,Doctorate Degree,Non-Veteran,Employed,In Civilian Labor Force,4075.0
2023-07-01,55,Female,Asian,Non-Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,4557.0
2023-07-01,55,Female,Black or African American,Non-Hispanic,21-30,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,14376.0
2023-07-01,55,Female,White,Hispanic,21-30,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,4935.0
2023-07-01,55,Female,White,Hispanic,21-30,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,18554.0
2023-07-01,55,Female,White,Hispanic,21-30,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,8150.0
